*********************************************************************************************
Basic information of the design:
14009 _32658_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14010 _32659_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14011 _32660_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14012 _32661_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14013 _32662_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14014 _32663_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14015 _32664_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14016 _32665_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14017 _32666_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14018 _32667_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14019 _32668_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14020 _32669_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14021 _32670_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14022 _32671_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14023 _32672_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14024 _32673_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14025 _32674_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14026 _32675_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14027 _32676_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14028 _32677_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14029 _32678_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14030 _32679_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14031 _32680_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14032 _32681_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14033 _32682_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14034 _32683_ OR5x1_ASAP7_75t_R False False False -1 -1 432 270 
14035 _32684_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14036 _32685_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14037 _32686_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14038 _32687_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14039 _32688_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14040 _32689_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14041 _32690_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14042 _32691_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14043 _32692_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14044 _32693_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14045 _32694_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14046 _32695_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
14047 _32696_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14048 _32697_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14049 _32698_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14050 _32699_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14051 _32700_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14052 _32701_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
14053 _32702_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14054 _32703_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14055 _32704_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14056 _32705_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14057 _32706_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14058 _32707_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14059 _32708_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14060 _32709_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
14061 _32710_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14062 _32711_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14063 _32712_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14064 _32713_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14065 _32714_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14066 _32715_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
14067 _32716_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14068 _32717_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14069 _32718_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14070 _32719_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14071 _32720_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14072 _32721_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14073 _32722_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14074 _32723_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14075 _32724_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14076 _32725_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14077 _32726_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14078 _32727_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14079 _32728_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14080 _32729_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14081 _32730_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14082 _32731_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14083 _32732_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14084 _32733_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14085 _32734_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14086 _32735_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14087 _32736_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14088 _32737_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14089 _32738_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14090 _32739_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14091 _32740_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14092 _32741_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14093 _32742_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14094 _32743_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14095 _32744_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14096 _32745_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14097 _32746_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14098 _32747_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14099 _32748_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14100 _32749_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14101 _32750_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14102 _32751_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14103 _32752_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14104 _32753_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14105 _32754_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14106 _32755_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14107 _32756_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14108 _32757_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14109 _32758_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14110 _32759_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14111 _32760_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14112 _32761_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14113 _32762_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14114 _32763_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14115 _32764_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14116 _32765_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14117 _32766_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14118 _32767_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14119 _32768_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14120 _32769_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14121 _32770_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14122 _32771_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14123 _32772_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14124 _32773_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14125 _32774_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14126 _32775_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14127 _32776_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14128 _32777_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14129 _32778_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14130 _32779_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14131 _32780_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14132 _32781_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14133 _32782_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14134 _32783_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14135 _32784_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14136 _32785_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14137 _32786_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14138 _32787_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14139 _32788_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14140 _32789_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14141 _32790_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14142 _32791_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14143 _32792_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14144 _32793_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14145 _32794_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14146 _32795_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14147 _32796_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14148 _32797_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14149 _32798_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14150 _32799_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14151 _32800_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14152 _32801_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14153 _32802_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14154 _32803_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14155 _32804_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14156 _32805_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14157 _32806_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14158 _32807_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14159 _32808_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14160 _32809_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14161 _32810_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14162 _32811_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14163 _32812_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14164 _32813_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14165 _32814_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14166 _32815_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14167 _32816_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14168 _32817_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14169 _32818_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
14170 _32819_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14171 _32820_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14172 _32821_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14173 _32822_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14174 _32823_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14175 _32824_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14176 _32825_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14177 _32826_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14178 _32827_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14179 _32828_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14180 _32829_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14181 _32830_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14182 _32831_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14183 _32832_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14184 _32833_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14185 _32834_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14186 _32835_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14187 _32836_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14188 _32837_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14189 _32838_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14190 _32839_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14191 _32840_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14192 _32841_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14193 _32842_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14194 _32843_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14195 _32844_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14196 _32845_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14197 _32846_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14198 _32847_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14199 _32848_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14200 _32849_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14201 _32850_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14202 _32851_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14203 _32852_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14204 _32853_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14205 _32854_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14206 _32855_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14207 _32856_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14208 _32857_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14209 _32858_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14210 _32859_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14211 _32860_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14212 _32861_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14213 _32862_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14214 _32863_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14215 _32864_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14216 _32865_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14217 _32866_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14218 _32867_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14219 _32868_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14220 _32869_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14221 _32870_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14222 _32871_ OA22x2_ASAP7_75t_R False False False -1 -1 540 270 
14223 _32872_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14224 _32873_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14225 _32874_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14226 _32875_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14227 _32876_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14228 _32877_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14229 _32878_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14230 _32879_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14231 _32880_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14232 _32881_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
14233 _32882_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14234 _32883_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14235 _32884_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
14236 _32885_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14237 _32886_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14238 _32887_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14239 _32888_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14240 _32889_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14241 _32890_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14242 _32891_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14243 _32892_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14244 _32893_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14245 _32894_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14246 _32895_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14247 _32896_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14248 _32897_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14249 _32898_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14250 _32899_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14251 _32900_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14252 _32901_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14253 _32902_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14254 _32903_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14255 _32904_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14256 _32905_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14257 _32906_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14258 _32907_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14259 _32908_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14260 _32909_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14261 _32910_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14262 _32911_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14263 _32912_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14264 _32913_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14265 _32914_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14266 _32915_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14267 _32916_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14268 _32917_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14269 _32918_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14270 _32919_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14271 _32920_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14272 _32921_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14273 _32922_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14274 _32923_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14275 _32924_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14276 _32925_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14277 _32926_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14278 _32927_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14279 _32928_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14280 _32929_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14281 _32930_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14282 _32931_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14283 _32932_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14284 _32933_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14285 _32934_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14286 _32935_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14287 _32936_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14288 _32937_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14289 _32938_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14290 _32939_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14291 _32940_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14292 _32941_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14293 _32942_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14294 _32943_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14295 _32944_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14296 _32945_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14297 _32946_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14298 _32947_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14299 _32948_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14300 _32949_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14301 _32950_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14302 _32951_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14303 _32952_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14304 _32953_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14305 _32954_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14306 _32955_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14307 _32956_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14308 _32957_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
14309 _32958_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14310 _32959_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14311 _32960_ AO222x2_ASAP7_75t_R False False False -1 -1 648 270 
14312 _32961_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
14313 _32962_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14314 _32963_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14315 _32964_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14316 _32965_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14317 _32966_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14318 _32967_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14319 _32968_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
14320 _32969_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14321 _32970_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14322 _32971_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14323 _32972_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14324 _32973_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14325 _32974_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14326 _32975_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14327 _32976_ AOI221x1_ASAP7_75t_R False False False -1 -1 756 270 
14328 _32977_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14329 _32978_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14330 _32979_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14331 _32980_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14332 _32981_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14333 _32982_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14334 _32983_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14335 _32984_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14336 _32985_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14337 _32986_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14338 _32987_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
14339 _32988_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14340 _32989_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14341 _32990_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14342 _32991_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14343 _32992_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14344 _32993_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14345 _32994_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14346 _32995_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14347 _32996_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14348 _32997_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14349 _32998_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14350 _32999_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
14351 _33000_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14352 _33001_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14353 _33002_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14354 _33003_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14355 _33004_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
14356 _33005_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
14357 _33006_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14358 _33007_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14359 _33008_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
14360 _33009_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14361 _33010_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
14362 _33011_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
14363 _33012_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14364 _33013_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14365 _33014_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14366 _33015_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
14367 _33016_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
14368 _33017_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
14369 _33018_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
14370 _33019_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
14371 _33020_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
14372 _33021_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
14373 _33022_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
14374 _33023_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
